Comments,Label
Subscribe me plz plz,NCA
Kamal kar diya bhi apnay ??????,NCA
@ducky bhai plzz roast @afghan bhaijan bhot bakwas krta ha pakistan army or ISI or pakistani awaam k bary me plzz sb roasters se request ha bhot bkwas krrha ha pakistan k khilaf,NCA
Cant stop laughing????????iski voice sun k ear?? ka cancer hone lga????????????,NCA
Har dislike krne wale ko......,NCA
best video,NCA
Bhai iske lyrics apne nahi hai,NCA
fek :D,NCA
Saad bhai din me kitni dafa jaty ho masjid me,NCA
Pagal hain ye tou,NCA
Ducky Bhai Plzzz Phtan bhaijaan ya phir Afghan Bhaijaan pr roast kro   search kr ka dakho phir pta lga ga apko ya kon ha plzzz roast krdo,NCA
Fucky boy not a ducky bhai,CA
This girl is a fucking creater,CA
Bhi seriously ya video dekty time may muu pr haat rak kr haasa hu best video yr ??,NCA
Kia Daien ha dhinchak Kali bakri,NCA
Ducky bhai please make a video on narendra modi roast,NCA
Modi shodi lodi????,CA
https://youtu.be/wdIjKrwTb3Y,NCA
Bhai skam iblees noob Ka distrack dekho,NCA
kahaaaaaa ho???,NCA
Amazing insult for indians??,NCA
Afsos dar afsos kasmir K topic k bat Karna To dor youtubr py jo pakistan K name py kama rahy unka he mow tor lain son ki roster check lazim kariye ga,NCA
I was So Confused That is Fortinite and Pubg Save ? I ask my Qari Sahab about this and he said yes you can Play Fortnite and Pubg ??????????,NCA
2017:aaj ke baad Iss channel par dichnak pooja ke baat nhi hogi,NCA
ducky.sham.on.you.but.no.ask.to.kasmir,NCA
Hahahaha yar ostad bhon gndi kiti aa ????,NCA
Modi shodi lori??????,CA
????,NCA
hello ap ca ali be tiktok us kar ha,NCA
https://m.youtube.com/watch?v=knoCh-pNTP0,NCA
??????????????????,NCA
Acha acha,NCA
https://youtu.be/72gpNytPt0o,NCA
Ducky Bhai ye video watch karo English reaction on Urdu,NCA
Love u bhi,NCA
Love it ????,NCA
Bhai maza agaya or guys mai bhi ek struggling roaster ho please meri ye pyari si roast video dekh lo achi lage to subscribe nahi toh dislike-????,NCA
great diloughs love from INDIA,NCA
??????????,NCA
Ducky bhai aik favour chaiye aik banda hai shayan pardesi uska youtube channel hai fazool tareen banda hai ur shoha ho rha usse roast kro please,NCA
ducky bhai ..... oxm  .....videos bnty ho ap  yur biggest fan here,NCA
loree tune is haftee 3 videos upload krni thiii.... kr bi de ab,CA
She has nazla zukaaam??,NCA
YouTube ki wala say iman ko Diya tunay,NCA
next video per mujra karo,NCA
Hahahahahha koi word ni yarr app ky liye ducky... Bs itna kehta hu love u yarr maza he a jata ha app ke videos dakh ky khass tor py ya wali dakh ky kharab mood aik dam fitt ho jata ha ??????????????????,NCA
2:34 reaction ????????,NCA
bhai ap game konsi khel rahe ho is video main,NCA
??,NCA
East and west saad ulrehman(ducky bhai)is best,NCA
Jai ducky,NCA
Chotia bana rahi ha ya wow what a twer,CA
https://youtu.be/IpIeGYk7Tx0,NCA
Work on ur content man...people r just fed up with this same fuckin shit.i mean u have now over million subs.u need to come up with some quality content.,NCA
Ducki bae..???,NCA
Modi,NCA
You are the best,NCA
I live in Canada and i hate sham idrees ????,NCA
Hahahahahahahaghahaha,NCA
YAR YEH GAMEPLAY konsi game ka hain portal 2 ????,NCA
i have youtube channel its name is wahiba samim,NCA
Sir you are the best when it comes to ROASTING someone,NCA
Pls make a roast video on lakshay chaudhary from India and do check his video against Pakistan,NCA
Hhhhhhh yar bahot maza aya,NCA
Ducky bhai lovely ghosh pa reaction lalo place,NCA
bhai mainay naya gaming channel khola hai please shout out de do,NCA
End????,NCA
Unsub bcoz tum log kashmiri's ky liay awaz nai utha rahy shame on you ??,NCA
Plz do roast on irfan jonejo,NCA
Wah yar,NCA
Bro i like your content as an artist you are doing gr8,NCA
Dhinchak Pooja Uploads a video.,NCA
Don't think I am the hater but  please change youtself,NCA
She is not my favourite character and I don't know who is she but I am telling you that don't do this,NCA
And always check your heart first and then others,NCA
First tell me  that when you are vloging why you add games in it,NCA
You are bitch and pagal ??????????????,CA
Bhai 5 min craft ka roast karo,NCA
Time to leave the world ...  Had hoti hy famous hony k liye kuch b krro toba toba ?,NCA
Bhai game konsa hai?,NCA
level hogaya bhai ,NCA
????????,NCA
1:33 ??????,NCA
bhaiya video mn jo game hy es ka name bta dy,NCA
Ducky bhai love you yar hahahahha,NCA
??? ??? ????? ,NCA
Videos for IIT JEE,NCA
I am new is very funny bro ????????,NCA
https://youtu.be/0v6OlbfVzAs,NCA
hey! you are an amazing YouTuber ,NCA
Can you  be my friend in pupg,NCA
????,NCA
ducky bhae 1 roast to banta hae,NCA
https://www.youtube.com/watch?v=gHGARiyKteA,NCA
AOA Ducky bhae https://www.youtube.com/watch?v=SM8edfHoA64 watch this video and yeah please read the title carefully.,NCA
Ducky asked: to kia chal rha hai aj kal ..,NCA
Im playing pubg with you,NCA
I am unsubscribing because I refuse to be your dana paani.  BYE.,NCA
Nice bhai,NCA
Bahi tumhy dhinchak Pooja per video Banane ka Pata hi tumhy ye nai Pata k khasmir per zulam ho raha hi us per video nai Bana rahy ho tum lannat?????????,NCA
bakwas videos by ducky fuck,CA
Yara ducky ye ik or singer hai jo bht achy gany gata hai ,NCA
love your videos,NCA
Yr roz ki ak video upload kiya kr,NCA
mein ne apna phone mitti ke teel se dhoya aur phir ,NCA
Hahahaha zabardast video ducky bhai .. keep it up,NCA
Bot kob,NCA
bro ducky at least dont show the parts where the ladies are like there bellies are being showed or blurr them there are kids watching,NCA
Unsubscribe thank you exposing yourself,NCA
bhai pubg main request ACOB safiullah,NCA
4:03 tatti pe technical guruji ki pic ????,CA
Ducky bhi kasmirr py koi vedio bano gy ky nai?,NCA
5:00 HAHAHAHAHAHAHAHAHHAHAHAHAHAHAHA,NCA
ducky bhai fly boy ko roast karo,NCA
Ducky bhai roast pardesi girl and azma fallah,NCA
Ninth ka result a gaya hy or zalalat hamari aruj pe hy,NCA
Duckybhai pick a glass of water and add egg in it and drink it.,NCA
Deep down we all know that ducky bhai can do the best twerk than these two girls??,NCA
Plz roast Shaveer Jafry,NCA
https://www.youtube.com/watch?v=agLdYQFF6wM,NCA
Ducky bhai i want to make the vedio on this and it can i use some of these short clips yaar i am pressed by you i will now make the roasting vedios,NCA
Ek baar video Puri dekhna ya girl ap ko kis sa compare kr rhi ha.....??,NCA
Is video ka roast zaroor banana ap ko kasam ha meri,NCA
Ap ko pta nai kiya kiya baqwas kr rhi ha,NCA
Ducky Bhai??,NCA
Beshaq funny na ho per ap is video ko dekh lena,NCA
Plz response mai is video ka roast zaroor banana,NCA
Is video mai ya girl ap ko alumunati sa compare kr rhi ha,NCA
https://youtu.be/-fmT6yQwPGw,NCA
https://youtu.be/-fmT6yQwPGw,NCA
https://youtu.be/-fmT6yQwPGw,NCA
https://youtu.be/-fmT6yQwPGw,NCA
https://youtu.be/-fmT6yQwPGw,NCA
Kya bainchooo ghana h gandu lrkyy????????????,CA
Lanat Hai esay YouTuber pe pan k lorey,CA
My friends thought I've gone mad seeing his video....,NCA
Hahahahaahahahahahah....khoon niklne ki zimmedaari me nahi leskta????????,NCA
lant teri shkal py ducky,CA
????? ????? ????? ?? ??? ??? ?? ?? ???? ?? ???? ????? ??,NCA
????? ????? ????? ?? ??? ??? ?? ?? ???? ?? ???? ????? ??,NCA
????? ????? ????? ?? ??? ??? ?? ?? ???? ?? ???? ????? ??,NCA
????? ????? ????? ?? ??? ??? ?? ?? ???? ?? ???? ????? ??,NCA
????? ????? ????? ?? ??? ??? ?? ?? ???? ?? ???? ????? ??,NCA
??????,NCA
Koi khas nii,NCA
is sy acha twerk toh ducky bhai ny apni video m krlia tha :D,NCA
http://youtu.be/lsDE5Z6uVjE,NCA
Is khoti k bachey ko unsubscribe karo,CA
Ducky bhai,NCA
ducky bahi hamara logo per zulm hoo raha hai  app ka farz banta hai iss per baat karna ka,NCA
Best roast,NCA
Funniest video I've ever seen ??????,NCA
ducky Bhai PAAR KEH RAKO SAB KI,NCA
Ducky sa rah Roblox keh leh nah,NCA
Ye jo youtubers kehty han na ky hmary bolnay sy kiya hona hai. Agr inky bolny sy kuch na hota to ye aj itny bhary youtuber na hoty. Islam ki base hi yhe hai ky achai ki dawat do or burai sy roko. Jitni power hai apky pass utni to use krna farz hai. Isly ye fakeness lay ky ksi or ko bewakoof bnain. Hmain apky bullshit topics ma koi interest nhi. Unsubscribing....,NCA
Bhai Afghani bhaijaan bohat bhonkta he Pakistan par is ka kuch kro plz,NCA
Agar in yakioo say foorsat mil jaye to india pr b video bana le,NCA
??????,NCA
Ducky bhai yaar mene iphone wali video pr comment kia hai plzzz iphone de do,NCA
Apki gta 5 ki live video ni ai,NCA
Unsubscribed your channel. Sadly you have a religion thats called money. I'm glad you tweeted your heart out. Atleast we know what you have in your heart and on your mind.,NCA
???? ???? ???? ???? ??? ???? ?? ????? ??? ????? ???? ?? ?? ???? ????????,NCA
Video on kashimre issue yarrrrr,NCA
bahi hindustani bhau ki bond maro please,CA
Unsubscribed,NCA
????????,NCA
Chawal,CA
Bht hard ????,NCA
Bhai tje unsubscrib  kr dia hai maine...,NCA
Na sirf unsubscribe hoga sath me har aik new and old video pe dislikes ki bharmaar b ae g,NCA
keep it up Bro ??????????,NCA
New setup?,NCA
Roast Bakchodi wala tech,CA
That twerk wala was end????????,NCA
100% true Bhai(? ?_?)?,NCA
????????????????????????????,NCA
Lukshy chaudry ko roast karo pleeeez bai pakistan ke bare me bohat bakwas ki hai pleeez bai,NCA
Ducky bhai one video for us please? We are struggling for freedom and we want your voice? It can help us in our way to freedom.... raise our voice.. ??,NCA
Sponsership dakh kar socha abhi shuru may yay hal hyy song may kya hoga,NCA
00:53 scene bara lvl hyy,NCA
Ducky bhai my one request you roasted the crazy prank TV youtuber,NCA
This guy thinks he is cool but he is Like a piece of sh** and u really just want to be a roaster but ur more like a burnt toster,CA
Be a Pakistani,NCA
Why dont ducky bhai make videos on TV anchor who insulted nasir Khan jan,NCA
Ducky bhai looks like the professor from the money heist,NCA
5:07.???? ??????,NCA
Ducky bhai love u,NCA
Love u deepakkk,NCA
ducky bhai react on this pakistani emerging channels video ,NCA
India This is for you 5:27,NCA
Dear sir agr tum ise atom bomb smjh rhe ho toh tumare imran khan urff bikharii pr fenk de kya?????? and btw u r talking about girls so mind ur words which are using i like ur roasted videos but atleast u should avoid some galli which is not appropriate just imagine if these kind of roast is made for ur sister or friends although u r gud youtuber but dont use words against india bcoz that time we also felt if u r not thinking gud then why i am liking your videos  so i hope u will take it as advice nothing personal keep going ????,NCA
3:08 I thought she say chade uutar Kai so jaau,NCA
Make Video on BELLE DELPHINE,NCA
Next video?,NCA
Hey bro can you make a video on Pakistani Khan Baba? I am sure it would be great???,NCA
Saddened by your tweet brother. May god save your indian followers. Believe me you have lost our support. ,NCA
Duky bhai ap abhi pubg khelte ho,NCA
Is pooja ne Jo dance step kiya hai,NCA
Ducky you have to give reply to THIS HIV virus. ,NCA
Bhai please galian kam diya kro ??????????????????,NCA
Which game ducky Bhai played in this video? please tell me,NCA
Subscribe me if you r ducky Bhai  true fan,NCA
3:21 how can you abuse our prime minister???,NCA
Dhinchak phoja is more important than millions of Kashmiri....,NCA
Nice Ducky bahi,NCA
Yar 3:46 se 3:54 best yar,NCA
language to achi use kr lya kro,NCA
Haha Good,NCA
ducky mera Mobil gir gaya hath se hahahahhahaa,NCA
Di*ky bhae ap itne kutty q hain?ap k itne subs hn pr apko shrm ati ha agy ane ma ? Beghert di*ky insan  indian utubers se sikho beghert,CA
Bohut bakwaas karta hy pak ky barey main,CA
Ducky bhai mne kabhi request nai ki kabhi kisi say lakin ap se request hy plz roast oye velle....,NCA
https://youtu.be/sExlevswkLc,NCA
????????,NCA
great video bhai,NCA
Insay Acha tu ducky nay twerk kia tha,NCA
Jis ko alarm ki zarurat hai woh yeh wala gana lagai alarm bajbe se pehle he uth jai ga,NCA
Ducky bhai bilkul sahi kehai rahai hain maine to commwnt kiya tha ke pagal ho ker suno or sun ker pagal ho jao,NCA
Maza aa gay,NCA
Bht aalaw,NCA
bhai india ki sahi wali okat bta rhi hy ye gandi poja yahi okat hy indians kamino ki i hate india????????????????????????,NCA
Bohot lambi zuban hai ap ki,NCA
Bhai kya hoa mar gya kya video kha hain,NCA
Yar ducky ye dik dik tuja !! Baremushkl min phase hote he jo camera man makup man dil man kil man sub se chudva k gana banate he bake ke kasar log galya de phar dete hin phate poja,NCA
Nice video ducky bhai,NCA
A big slap on your face #duckybhai  by a YouTuber in this video,NCA
Bhai vais e to main tera bhot bada fan hun but yaar modi KO faltu mat.  pehle apne bhikhari imran the playboy KO dekh,NCA
Favourite youtuber sahb Dinchak poja Kia krti ha Ya nasir Jan Kia krta ha ye un ka personal mater ha Wo tum logo ki trha nai ha k ksi ki b video ko ly lo usko zaleel kro or paisy bnao.. Or aik bat agr roast krny ka Etna he shok ha to Indian Army or Modi Govt ko roast kro na K Dr ha k kahein Indian Ap ka channel na unsubscribe krdain,NCA
Ducky bhai apko johnny roster ne apko roste kea hai ap bi karo,NCA
Love you man,NCA
#respect hijab,NCA
Bhsdk modi ka naam khrab krne ki jarurat nhi h ... gaand phaad denge india wale,CA
Bhai zra ya cheak kro,NCA
gone to in subscribe,NCA
Abe itme subscribers hnn tera  kasmiru k liya b kuch bol aun ko humri help ki zarorat  !!,NCA
We demand a video for Kashmiri Brothers.... Make it happen or we unsubscribe..,NCA
I keep this song for my 7:30 alarm and I woke up at 7:00 just to disable alarm,NCA
https://www.youtube.com/watch?v=y0gX2iJ5450,NCA
Ducky bhai kb ayegi dusri video waiting.,NCA
God of roaster????????,NCA
Pubg play me,NCA
#PhucSchool,NCA
#PhucSchool,NCA
Agreed,NCA
AFux vjiijopelanupdyihnnjj,NCA
Ducky BHai Bahoit umda video bnai hai,NCA
At 4:57 ,NCA
LAgye rahu bhai,NCA
??,NCA
Ducky apni vid khud edit kiya kr,NCA
WTF,NCA
ducky bhai ye game konsi ha,NCA
Make video on Mia Khalifa,NCA
Dhinchak : like ,NCA
4:03 real tatti XD,NCA
Pakistan chutiya,CA
Fuck you dick head,CA
Wesy Ek Baat Kahun  ? Puri Video Mai The Hulk Movie Waali Pitaaai Bary Mazay Ki Thi :D !!,NCA
Bhai end Kar Diya apna,NCA
4:25 ????????,NCA
Modi,NCA
Mohsin zupfiqar the best you tuber,NCA
im a big fan of yours ,NCA
#Dare tmfor Ducky to play Eyes horror game.,NCA
no words bro Kamal ki vedio,NCA
Modi shodi Lori ????????,CA
*mai toh nachai bagair he pagal hogya hun*????????,NCA
kashmeer py hi vedio bna do,NCA
O bhai itna Sakht Rost Oho  oho,NCA
Kamaal Ducky Bhi Bhi Jann Ma Apki Video Ka Intazar Kerta Rahta Ho Acha Bhi woh Apko Kha Tha Areeka Haq pa Video Banao Bhi jann ager Apka Dil Kare Toh,NCA
Aby O,NCA
Kmaalll hgye??????????,NCA
Next level bhai??,NCA
Ya twerk nae swerherg ha....lol,NCA
5:23 ????????,NCA
You just have to be a human,NCA
Great video subscribe ducky bhai and like the  video,NCA
YA bto you are right,NCA
YEH GAME KN SE HY SAAD BHAI,NCA
React tik tok bakchodhi,NCA
You are the best ducky,NCA
Go ducky bhai,NCA
????? ???? ?? ??? ?? ???? ?? ??? ?? ???? ???? ???? ?? ?? ??? ??? ?? ???? ??? ?? ?? ???? ???? ???? ?? ?? ?? ???????? ???? ???? ??? ?? ????? ????,NCA
Ducky i know that you can make a hell of a roast against Cid and wwe!!!so Man just do it... It will be Fun????,NCA
DUCKY BHAI,NCA
Rabail or Aamir ki wajah se he show dekhne ko dill ker raha baqi kashaf to apni terbiyat show ker rhi ha bat kerne ki tameez nahn kashaf ko or yahya ko..!!,NCA
"At <a chutiya lodi=""https://www.youtube.com/watch?v=146Cxiu0joo&amp;t=2789"">46:29</a> bilal is doning work ????",CA
yayha is getting smpaths... just bcz of his abnormality,NCA
Please bring Lucy Hammad back,NCA
Ye Allah ye Kia ho rha ha Pakistani main,NCA
Kashaf is so irritating,NCA
Rabil kisi k sagi b nahi ha or us na sab kuch plan kiya tha .the most desrving is dania and plz zeeshan or balaj ko wapis le k awo,NCA
Rabil ko bahir nikalo,NCA
baalaj coming plzzz,NCA
Balach or Rehan ko wapis laa Aain plzzzzzzzzz plzzzzzzzzz,NCA
Amir is in the show,NCA
daniya love you??????????????,NCA
Amir batain to aisy kar raha hai jaisy PM ka beta ha??,NCA
Rabia is good person but rabil bht chalak ha bht e samjdari se kaam ly k sab ko larwa rae ha Or khud mesni bani hui ha??,NCA
Rabel,NCA
girls did  great job,NCA
Danish strong girl ????,NCA
yr yh kashaf ko koi niklwa do touba ajeeb orat hai,NCA
Yahya  sings welll????,NCA
rabail is thug life,NCA
Abiha nafsiyati lag rhi h,CA
Amir or abiha avha nh krrhy,NCA
rabail is queen,NCA
Dania,NCA
Mera bas nahi chal raha  may tumhai kia kahoon??,NCA
"Daniya should be winner,,   and every one looser...",NCA
wah zabrdast ye show  toh big boss se bhi 10 hath agy hai full entertainmennt,NCA
omg superb entertainment,NCA
Amir sial maa ka Lora underwrite nahi pehanta baar baat bund nazar a rahi hai,CA
Jahannam ka agg bhara Raha ye sub khol khal k Beth Gaya,NCA
in sb main sy mujhe lgta hai k ikhlaq sirf bilal ka daniya ka or abiha ka acha hai abiha champion banni chahiye my opinion,NCA
Sebse kharab rabil sabse kharab khandan ki ladki h ye,NCA
Rabil ko bhar kro,NCA
"<a chutiya lodi=""https://www.youtube.com/watch?v=146Cxiu0joo&amp;t=2494"">41:34</a>... See a ghost....",CA
Amir sayyal Ko wapis lao,NCA
tooba ko wapis ana he ana chaiyhaiye ku billal abeeha etc saari larkiyaan us ko koi kaam nahi karnay day rahay thay,NCA
rabeel ko agy zaror jan chahiyee yahiya ki jaga rebeel ko game ne rehna chahiya,NCA
"Baghairate, ba haya e or battamizi ma toh inhon Indians or Indian reality TV shows ko bhi piche chhod diya, Pakistani Youth is heading towards it&#39;s own distruction just like the Indian Youth.",NCA
Nice show,NCA
Ayya Ronda ne Galt kia Tania k sath,NCA
abhia ko q nekal diya,NCA
Bilal ne Kamal kardia yeh to Sach main trp nikla,NCA
Yar Sab uas mazoor becharay kow irrate kar rahey haiin,NCA
Ghatya log hen sare,NCA
Rabail thk hai usko final me Jana chaiye,NCA
Abiha ??????????????????,NCA
Dania deserve To win ..,NCA
Very funny,NCA
Daniya balaaj and rehan is best,NCA
Waqar zaka ap k mind ko Salam B&#39;s itna hi bolun gha,NCA
Rabail win,NCA
kind of bigg boss and rodiesx,NCA
rabail waqar ki bandi h,NCA
Kashaf  ko nikalo,NCA
"<a chutiya lodi=""https://www.youtube.com/watch?v=146Cxiu0joo&amp;t=1141"">19:01</a> Sain Sain Sain ??????????????????",NCA
Abhiya ko hi final mein jana chai,NCA
Kashif bohat badtamis hai is nahi Hona  <br>Chaeya or eliminate ho gana chaeya,NCA
Kashaf kis jahil family se uth kar aai hai... Jahil aurat,CA
Amir is looking like sharjeel khan,NCA
Pgl e samja hai sub ko 1 bandy ko 2 3 bar ghusa dety hu bas jagry ka mza leny k lia,NCA
Har show mn sy tm cheating kr k dekhaty hu,NCA
fully scripted h ye,NCA
Amir Abiha or  Rabeel ye over hain,NCA
????????so funny Yaar Mujhe b ana hai,NCA
Ae kia bawaseer bna diye ho???????,CA
Amir is champion,NCA
It is so beautiful show I like wakar zaka,NCA
Zeeshan ko wapas lao,NCA
Zeeshan ko wapas la kr lao,NCA
Rabail.k.krti na khrb try ghus. Jti a k,NCA
Abiha phappy kutni gunni jb khud k rz khul rhy thy tw zbn ni khuli.r ab dkho,NCA
Aamirrr bhrwaaa 2 korii kaaa,CA
aamir larkiyo ko dhamka raha hai na mard ki olaad,NCA
??,NCA
Rabel is best and abiha,NCA
Yaya and rabail is best ????,NCA
Abiha????????????,NCA
"love amiha ,bring her back",NCA
Abiha:tu chai pe k dikha<br>Yaya : pee tph li be itni....... Thug life,NCA
Rabail sali body shaming krti ae.. Kisi ki family background pe bolti ae khud ko ptani kya smjhti ae... Bht ghtiyapan.... Khud kre toh rasleela dusra kre toh character dheela.. Maha fuddu ladki....,NCA
rabail?,NCA
Yahya is so funny,NCA
DANIAAAAA,NCA
Naak saaf kro hahaha....,NCA
Rabail ko wapas bulao,NCA
Rabail deserves to win<br>She&#39;s the real queen ??,NCA
ye kia harkat hai.. gatya tareen admi amir.,NCA
Dania,NCA
Is moti ka name kiya h,NCA
in sab ko nikal do,NCA
Ya yahya ko nikala kutni aunty hay ya,NCA
abiha is best and rabail is so claver uf,NCA
"these contestants r very comparable with season 4 roadies. Rabail is pulling off a bani, as Bilal is silent assassin Anthony of this season. While Aamir is trying so hard to be the Raj Roy, I&#39;m rather finding his similarities with the infamous one and only Avtaar Nishchal, whom nobody likes. Among others, Dania looks like the very sensible, whilst naughty, Aanchal Khurana. I hope she wins.",NCA
Rabel ko is show bsa nikal do wo doglai ha,NCA
Ye kashaf kab is show se bahir ja ye gi muje to zehar lagti hai,NCA
I like abiha,NCA
Abiha bahut ache hai,NCA
Aamir aur Abiha ky moo pe Aik thapar perna chahiye,NCA
Gareebo ka.big boss??????,NCA
Is mai sabi jahil hai hain maa baap ki parwarish ka bta rahy hain,CA
yr jo bhi ho maa baap ko nhi galiyon mein nahi lana chahiye,NCA
abiha ki harkate uski naak ki tarah bohat ajeeb hai????????,NCA
Fucking they are two ppl soo just lock them in room or <br>Use something and  knot both of them together then you guys free,CA
???? ??? ??? ???? ???? ?? ?? ?? ????  ?? ???  ???  ???  ??  ???? ????  ?? ?? ????? ?????  ?? ????  ????  ????  ??? ??,NCA
Navel is Too much intelligent????,NCA
Yahiya is good player,NCA
Bohat achi hy abiha,NCA
Abiha ko jeetna ch@iye,NCA
Ye sb muslman hai shram kro tm sb .waqar zaka ak syco hai,NCA
Kasaf boht buri hai mou tor k hath me dedo is k,NCA
Yar kashf KO niklna chyea,NCA
abiha is very illeterate kick her out from the show????,NCA
yr rabel mughe bohot achi lagti hai kis kis ko achi lagti hai rabel,NCA
hahaha????,NCA
DAneya ki wajha sa ma dakha raha ho wasa yaka tu lola a,NCA
Amir or abiha show ke king or queen hai,NCA
Rabail is right,NCA
I can&#39;t believe this is Pakistani show,NCA
Rabail you are lovely bandi I just love you <br>I am a girl but you are just my love you are my ideal,NCA
Rabail is totally wrong she not be part of the show,NCA
"<a chutiya lodi=""https://www.youtube.com/watch?v=146Cxiu0joo&amp;t=2683"">44:43</a> Kia nikal jata hai",CA
Abeeha ko wps lao,NCA
Rabail is best,NCA
Amir love you,NCA
Amir sayaal zindabad,NCA
Amir saiyal  and rabil coming soon,NCA
Kasaf ko to pehelai nikalna tha to much irritating,NCA
Abiha akele rehena tha WO log se fir q milliya..pasand nahi aaya mereko,NCA
i absolutely love this show. looking forward to more episodes and seasons. love from pakistanis and indians from the uk,NCA
Abhiha and imar good job....and raibal and abhiha luv you,NCA
Daniya is winner,NCA
Yaar Ye patlu to Best hai,NCA
<b>Zainab</b>,NCA
<b>L?VE</b>,NCA
???,NCA
Rabail should be eliminated,NCA
Dania is the best hit like,NCA
Balach,NCA
I like abiha dressing and shoes,NCA
I like abiha and rabail dressing. And daniya also,NCA
Abiya mantal,NCA
"<a chutiya lodi=""https://www.youtube.com/watch?v=146Cxiu0joo&amp;t=2494"">41:34</a>",CA
Daniya deserving,NCA
Jo bhi ha Rabail is caring mujhe to ye hi lagta ya kya pta camray ke samny kar rahi ho,NCA
Dania is best,NCA
Boht hi zyada be hayae h is show mn khan hn ye PEMRA wale,NCA
bahiyo kak bat bto kya plz 41.36 pr dekho es sow ki pol khul jaygi,NCA
Rabail is a strong girl,NCA
??,NCA
Ye abhiyah kitni batameez ladki hai,NCA
Amir ne boht hnsya,NCA
Lush Rabail Your Great????,NCA
I have never seen such a ridiculous behaviour of each contestant in the show,NCA
Jahalat ki inteha..,CA
Kash mein abiha or amir ki jaga hota ....,NCA
Ye apisoud thek tha,NCA
vote 2 rabile shake,NCA
Rabail came back,NCA
Sare k sare janwaron ko jama kia howa he is show me waqar zaka ne????????,NCA
miss abiha i really like your personality,NCA
just abiha and dania have good attitude and behavior seems belongs to a good family and cutoo also others all such a loose temper persons here enough all of should need to keep in brotherhood,NCA
Rabil.ko.nikalo,NCA
Yaya,NCA
Abiha Fatima,NCA
Dania ko win tak jana hai qu k dania deserve krti hai win krna,NCA
"Daniya , Abeeha , Amir  should be the finalists<br><br><br><br><br><br>And Rabail should be eliminated",NCA
rabail sachi hai,NCA
Rabail achi hai magar jab rabail ne yaya ko bola ke daneen zara yaya ko bolao is ke hath taare hai na ab is ke pao bhi taare karti hu thats not fair she dont have to say him like that??????,NCA
Abiha I like u,NCA
Daniya ko game ke finale gana chahiay wo deserve karti hai,NCA
Rabail,NCA
rabil is so mean i only love daniya i love her so much,NCA
Beautiful place,NCA
Hhhhhhhh waoooo,NCA
Rabail should be e,NCA
Abiha pgl ha,NCA
Is sari Hui kashaf ko niklooooo,NCA
"dania is sensible, stays in in appropriate limit, and is daring too. she deserves the win",NCA
DANIA,NCA
DANIYA is the only deserving contestant,NCA
Rabail ap bohut ghandi lrki ho,NCA
Rabail ap se kashaf achi ha mashallah,NCA
Kashaf bohut achi ha,NCA
Rabil kuch or chz ha...,NCA
Yara bilal acha ha baki Sara he batmiz ha..,NCA
I like this task,NCA
Abiha  bht  badtameez he,NCA
"abiha or amir great job..aala..<br>Rabail,danya,abiha and aamir should be in top 4..",NCA
Rabisha or dania ko show ma hona chahiye,NCA
Rabisa and dania is so simple and good girls.....,NCA
Ya rebel to bahut hi batameez Ha Kasam sa har kisi sa batameezi Kar rahi Han or phar dosra bolato bolati Han ma tappal mardogi ma ya kardugi ma vo kardugi asa thori hota. Han ??????????????????,NCA
Aamir and abiha ne apni amma ka rishta diya hai yayah ko,NCA
Rabail ko or aamir ko nikal dena chahye...,NCA
Dont take sympathy by rizk zaya nahin hona chahiye miss daniya,NCA
dania aur bilal sahi hai baki yh rabail tu shoki hai kuch zada hi,NCA
I like Dania only and maria,NCA
Kashyap lvdi hai pehli fursat m nimaalo isse.!!,NCA
Abiha bhttt doagli aurat hai,CA
Rehan should be back,NCA
Rubel bdjaat ladki h bahar karo aur abhiha ko b ye to chalbaaz h use b nikalo,NCA
rabil ko nikalo,NCA
i reily hat rabil,NCA
i hat rabil,NCA
Fabiha M faan hogya yr??,NCA
Yahya is great,NCA
"See <a chutiya lodi=""https://www.youtube.com/watch?v=146Cxiu0joo&amp;t=734"">12:14</a> and <a chutiya lodi=""https://www.youtube.com/watch?v=146Cxiu0joo&amp;t=735"">12:15</a> pant down of Amir siyal",CA
Rabail kmaaaaaal ki lrki hai... Yqeen mano... Bohat acha dil h.. ?????????,NCA
Yh ????? BOHATTTTT BDTMEEZ H,NCA
Astagfar...bhtttt behoodaa show...Islam mazhab hy yeaa,CA
I love rabail,NCA
Rabail should be backkkkkkk,NCA
Fabail ????????????,NCA
Kch kah nh kah skta,NCA
Amir abiha zabardast i like abiha very much,NCA
OMG I WANNA KNOW WHERE RUBAISHA GOT THAT &#39;CUTE BUT PSYCHO&#39; HOODIE!!!,NCA
"<a chutiya lodi=""https://www.youtube.com/watch?v=146Cxiu0joo&amp;t=585"">9:45</a> bechare yahya k sth kuch ziyada hii ho raha h ...",CA
Abiya i like you ????????,NCA
Rabil sheikh is best in this show,NCA
yaya  is good boy,NCA
Rabail ak no ki ghail h,NCA
Shut your mouth Amir,NCA
Daniya ko show me wapis laya jaey,NCA
Wu,NCA
Rabeil is soo bad,NCA
"Plz getout plz,",NCA
Rabail is very cheep,NCA
"Rabail to bohot hi bagerat hey, jahil, pata nai kaha se i hey ye",CA
Sari over ha yaha pr,NCA
allah maf kre but yahyeh kch zada over confidence b ha??,NCA
