Comments,Label
baghairate ba haya e or battamizi ma toh inhon indians or indian reality tv shows ko bhi piche chhod diya pakistani youth is heading towards it39s own distruction just like the indian youth,NCA
nice show,NCA
ayya ronda ne galt kia tania k sath,NCA
abhia ko q nekal diya,NCA
bilal ne kamal kardia yeh to sach main trp nikla,NCA
yar sab uas mazoor becharay kow irrate kar rahey haiin,NCA
ghatya log hen sare,NCA
rabail thk hai usko final me jana chaiye,NCA
abiha,NCA
dania deserve to win,NCA
very funny,NCA
daniya balaaj and rehan is best,NCA
waqar zaka ap k mind ko salam b39s itna hi bolun gha,NCA
rabail win,NCA
kind of bigg boss and rodiesx,NCA
rabail waqar ki bandi h,NCA
kashaf ko nikalo,NCA
a chutiya lodi sain sain sain,NCA
abhiya ko hi final mein jana chai,NCA
kashif bohat badtamis hai is nahi hona brchaeya or eliminate ho gana chaeya,NCA
kashaf kis jahil family se uth kar aai hai jahil aurat,CA
amir is looking like sharjeel khan,NCA
pgl e samja hai sub ko 1 bandy ko 2 3 bar ghusa dety hu bas jagry ka mza leny k lia,NCA
har show mn sy tm cheating kr k dekhaty hu,NCA
fully scripted h ye,NCA
amir abiha or rabeel ye over hain,NCA
so funny yaar mujhe b ana hai,NCA
ae kia bawaseer bna diye ho,CA
amir is champion,NCA
it is so beautiful show i like wakar zaka,NCA
zeeshan ko wapas lao,NCA
zeeshan ko wapas la kr lao,NCA
rabailkkrti na khrb try ghus jti a k,NCA
abiha phappy kutni gunni jb khud k rz khul rhy thy tw zbn ni khulir ab dkho,NCA
aamirrr bhrwaaa 2 korii kaaa,CA
aamir larkiyo ko dhamka raha hai na mard ki olaad,NCA
rabel is best and abiha,NCA
yaya and rabail is best,NCA
abiha,NCA
love amiha bring her back,NCA
abihatu chai pe k dikhabryaya pee tph li be itni thug life,NCA
rabail sali body shaming krti ae kisi ki family background pe bolti ae khud ko ptani kya smjhti ae bht ghtiyapan khud kre toh rasleela dusra kre toh character dheela maha fuddu ladki,NCA
rabail,NCA
yahya is so funny,NCA
daniaaaaa,NCA
naak saaf kro hahaha,NCA
rabail ko wapas bulao,NCA
rabail deserves to winbrshe39s the real queen,NCA
ye kia harkat hai gatya tareen admi amir,NCA
is moti ka name kiya h,NCA
in sab ko nikal do,NCA
ya yahya ko nikala kutni aunty hay ya,NCA
abiha is best and rabail is so claver uf,NCA
rabel ko is show bsa nikal do wo doglai ha,NCA
ye kashaf kab is show se bahir ja ye gi muje to zehar lagti hai,NCA
abiha bahut ache hai,NCA
aamir aur abiha ky moo pe aik thapar perna chahiye,NCA
gareebo kabig boss,NCA
is mai sabi jahil hai hain maa baap ki parwarish ka bta rahy hain,CA
yr jo bhi ho maa baap ko nhi galiyon mein nahi lana chahiye,NCA
abiha ki harkate uski naak ki tarah bohat ajeeb hai,NCA
fucking they are two ppl soo just lock them in room or bruse something and knot both of them together then you guys free,CA
navel is too much intelligent,NCA
yahiya is good player,NCA
bohat achi hy abiha,NCA
abiha ko jeetna chiye,NCA
ye sb muslman hai shram kro tm sb waqar zaka ak syco hai,NCA
kasaf boht buri hai mou tor k hath me dedo is k,NCA
yar kashf ko niklna chyea,NCA
abiha is very illeterate kick her out from the show,NCA
yr rabel mughe bohot achi lagti hai kis kis ko achi lagti hai rabel,NCA
hahaha,NCA
daneya ki wajha sa ma dakha raha ho wasa yaka tu lola a,NCA
amir or abiha show ke king or queen hai,NCA
rabail is right,NCA
i can39t believe this is pakistani show,NCA
rabail you are lovely bandi i just love you bri am a girl but you are just my love you are my ideal,NCA
rabail is totally wrong she not be part of the show,NCA
a chutiya lodi kia nikal jata hai,CA
abeeha ko wps lao,NCA
amir love you,NCA
amir sayaal zindabad,NCA
amir saiyal and rabil coming soon,NCA
kasaf ko to pehelai nikalna tha to much irritating,NCA
abiha akele rehena tha wo log se fir q milliyapasand nahi aaya mereko,NCA
i absolutely love this show looking forward to more episodes and seasons love from pakistanis and indians from the uk,NCA
abhiha and imar good joband raibal and abhiha luv you,NCA
daniya is winner,NCA
yaar ye patlu to best hai,NCA
bzainabb,NCA
blveb,NCA
rabail should be eliminated,NCA
dania is the best hit like,NCA
balach,NCA
i like abiha dressing and shoes,NCA
i like abiha and rabail dressing and daniya also,NCA
abiya mantal,NCA
a chutiya lodi,CA
daniya deserving,NCA
jo bhi ha rabail is caring mujhe to ye hi lagta ya kya pta camray ke samny kar rahi ho,NCA
boht hi zyada be hayae h is show mn khan hn ye pemra wale,NCA
bahiyo kak bat bto kya plz 4136 pr dekho es sow ki pol khul jaygi,NCA
rabail is a strong girl,NCA
ye abhiyah kitni batameez ladki hai,NCA
amir ne boht hnsya,NCA
lush rabail your great,NCA
i have never seen such a ridiculous behaviour of each contestant in the show,NCA
jahalat ki inteha,CA
kash mein abiha or amir ki jaga hota,NCA
ye apisoud thek tha,NCA
vote 2 rabile shake,NCA
rabail came back,NCA
sare k sare janwaron ko jama kia howa he is show me waqar zaka ne,NCA
miss abiha i really like your personality,NCA
just abiha and dania have good attitude and behavior seems belongs to a good family and cutoo also others all such a loose temper persons here enough all of should need to keep in brotherhood,NCA
rabilkonikalo,NCA
abiha fatima,NCA
dania ko win tak jana hai qu k dania deserve krti hai win krna,NCA
daniya abeeha amir should be the finalistsbrbrbrbrbrbrand rabail should be eliminated,NCA
rabail sachi hai,NCA
rabail achi hai magar jab rabail ne yaya ko bola ke daneen zara yaya ko bolao is ke hath taare hai na ab is ke pao bhi taare karti hu thats not fair she dont have to say him like that,NCA
abiha i like u,NCA
daniya ko game ke finale gana chahiay wo deserve karti hai,NCA
rabil is so mean i only love daniya i love her so much,NCA
beautiful place,NCA
hhhhhhhh waoooo,NCA
rabail should be e,NCA
abiha pgl ha,NCA
is sari hui kashaf ko niklooooo,NCA
dania is sensible stays in in appropriate limit and is daring too she deserves the win,NCA
dania,NCA
daniya is the only deserving contestant,NCA
rabail ap bohut ghandi lrki ho,NCA
rabail ap se kashaf achi ha mashallah,NCA
kashaf bohut achi ha,NCA
rabil kuch or chz ha,NCA
yara bilal acha ha baki sara he batmiz ha,NCA
i like this task,NCA
abiha bht badtameez he,NCA
abiha or amir great jobaalabrrabaildanyaabiha and aamir should be in top 4,NCA
rabisha or dania ko show ma hona chahiye,NCA
rabisa and dania is so simple and good girls,NCA
ya rebel to bahut hi batameez ha kasam sa har kisi sa batameezi kar rahi han or phar dosra bolato bolati han ma tappal mardogi ma ya kardugi ma vo kardugi asa thori hota han,NCA
aamir and abiha ne apni amma ka rishta diya hai yayah ko,NCA
rabail ko or aamir ko nikal dena chahye,NCA
dont take sympathy by rizk zaya nahin hona chahiye miss daniya,NCA
dania aur bilal sahi hai baki yh rabail tu shoki hai kuch zada hi,NCA
i like dania only and maria,NCA
kashyap lvdi hai pehli fursat m nimaalo isse,NCA
abiha bhttt doagli aurat hai,CA
rehan should be back,NCA
rubel bdjaat ladki h bahar karo aur abhiha ko b ye to chalbaaz h use b nikalo,NCA
rabil ko nikalo,NCA
i reily hat rabil,NCA
i hat rabil,NCA
fabiha m faan hogya yr,NCA
yahya is great,NCA
see a chutiya lodi and a chutiya lodi pant down of amir siyal,CA
rabail kmaaaaaal ki lrki hai yqeen mano bohat acha dil h,NCA
yh bohattttt bdtmeez h,NCA
astagfarbhtttt behoodaa showislam mazhab hy yeaa,CA
rabail should be backkkkkkk,NCA
fabail,NCA
kch kah nh kah skta,NCA
amir abiha zabardast i like abiha very much,NCA
omg i wanna know where rubaisha got that 39cute but psycho39 hoodie,NCA
a chutiya lodi bechare yahya k sth kuch ziyada hii ho raha h,CA
abiya i like you,NCA
rabil sheikh is best in this show,NCA
yaya is good boy,NCA
rabail ak no ki ghail h,NCA
shut your mouth amir,NCA
daniya ko show me wapis laya jaey,NCA
rabeil is soo bad,NCA
plz getout plz,NCA
rabail is very cheep,NCA
rabail to bohot hi bagerat hey jahil pata nai kaha se i hey ye,CA
sari over ha yaha pr,NCA
allah maf kre but yahyeh kch zada over confidence b ha,NCA
abiha ka elaaaj krwao,NCA
rabail should win kashaf and bilal is irritating af,NCA
paisay ki hawas mein hum apni tehzeeb bhool jatay hein,NCA
daniya is most deserving i sport her,NCA
rabil cham pions,NCA
damn brthis show made me fokin deaf,NCA
rabail ko nikalo,NCA
so far dania is deserving,NCA
abeeha i love this nice girl,NCA
rabail sahi ha or rabail ko aagay jana chiya,NCA
big boss coly,NCA
sb s phly to is rbail bdtamiz or behaya orat ko nikala jye jo apny apko bhtt hseen smhjti h bhuri bndrya to lgti h bt bt pr gali bkti h or dusro,CA
har chez ki calculation ki ja rahi hai mic ki kabi kapro ki etc,NCA
show is going bored,NCA
abeeha should be out yahya is best,NCA
parhay likhy jahil,CA
this is how many people think daniya should winbr,NCA
very irritating show i really feeling bad such shows how they throwing they dress39s language chee,NCA
rabail and daniya good,NCA
daniya or tino ko hona,NCA
these all player in this house are good these players give public entertainment tarka,NCA
boss yahya has an amazing comic timing fab buddy,NCA
abiha ko wapis ana chye,NCA
rabel sahi hai,NCA
ye motu ldki mujhe blkul pasand nei hai,NCA
right now brcameraman what is going on here,NCA
when they mentioned about sugar daddy,NCA
rabail superb,NCA
yahya kashaf and rubaisha are honest,NCA
waqar ke show mein ye wahiyat type ke insan kgan se uthate hobrbrsare pakistan mein nalle hi bhre pade ho,NCA
we want dania,NCA
dania ko wapis lo,NCA
daniya is a descent girl,NCA
daniya will be win insallah,NCA
dania is well deserving,NCA
rabil ne glth kia,NCA
aamir or abiha ko waqei niklao bagerto ko,CA
abeeha,NCA
i hope kashaf will be eliminated,NCA
yaya ko nikaloo,NCA
hy kia,NCA
kashaf ko nikalo,NCA
yaar rehan ko dekh ky mujy mera aik boht acha dost yaad ata ha,NCA
rabail should winn,NCA
amir n abiha demgh se laidel ese logo ko to nikl dena chye show se rizk ki ahmiyat ni hy in m besharm,NCA
abiha to zaroorat se ziada budtameez hai,NCA
mrbilal kam shaam,NCA
rabail kam az kam apna moun hi sambhal liya kar jahil dash dash dash,CA
rabail and aamir tou naffrat kay qabbil bhi nahi hai,NCA
vvvvvvery nice abbiha and yahya,NCA
dania jeet jy,NCA
kashaf ki smile kis ko achi laghti hy,NCA
kashaf na gallay ma soda marvaya va ha itna rola dalti ha,NCA
rabail apnai abba wali bt pr bara bura mna rhi hai or jo daniya ko kha woh kch ni bs apni pr lgay to waqar yd a gaye or dosro ke leye jo wording use kr rhi thi,NCA
rabail is love fantastic contestant,NCA
rabail should be champion,NCA
thumbs up for kashaf,NCA
abiha should be out from hom her mentally condition is not sound,NCA
00966581304703 sialkot s,NCA
rabiel dosro ko itni galiya nikalti ha or jb koi ise kuch keh day to shareef khandan yad ajata ha or amir b bohat batmiz ha,NCA
waqar zaka lana tere chehre per insan,NCA
rabail is a dual character girl,NCA
waqar zaka kia dikha rha qoom ko,NCA
amir ko wapis show me hona chaiye mera vote amir ko h,NCA
yr kya rndikhana h,CA
drame baaz rabail h,NCA
sasti heeramandi,NCA
pele to ktne masum thi ab ose pagel ko kay ho gaya,NCA
rabil over smrat iss k tiktok kya gasti haa yaa,NCA
yaa rabiyal bohat barew gasti,CA
daneaa is the best,NCA
bashak dania samjdar ha leken final rabail jeete gi kun ke wo bohat chalak ha sab ko larwa rahi ha khud khamoshi se bathi ha,NCA
rabel39s wrong,NCA
rabail kud to sab ke man baap ko bolati rahti hai jab koi agar iske man baap ka naam le to yah galiyan deti hai yah sab kya hai waqar zaka,NCA
waqar zaka aapko allah ka wasta rabail ko show se bahar nikal do,NCA
rabail to kud ko pata nai kiya samji ti hai bat karne ki tamiz nahin hai isko,NCA
waqar zaka ye sab kya ho raha hai ek ladka ek ladki ko utha kar fenk raha hai ham log muslim hai yah sab theek nahin,NCA
abhiha best,NCA
rabel final ma jani chaya rabel is good,NCA
rebel good yaya good,NCA
sirf yaya or guse wali hi achi,NCA
daniya tom boy will be the winnerbecause she deserve her,NCA
a chutiya lodi chal be lallu tu andar ja hahahahahahah,CA
so bad program it created europannn culture in pakistan,NCA
i am going to support abiha and daniya till end,NCA
dania is best and desrve to gi in final,NCA
dania you win,NCA
abiha39s smile,NCA
i support daniya,NCA
amir ko bara acha insan samjhta tha lakin main ghalt tha,NCA
amir sari ldkeyo me don bna hoa hy koi hota takkar ka tu isey pta chlta muqabla,NCA
ishq kr ky kee kamaya kadi vich pwayaa,NCA
2 takay ki larkiyaan aur woh larkana ka amir cake,NCA
ye janwar kin k hain,NCA
is sindi ko bagaho,NCA
irritated all are below the standards people39s no family background 1st episode see all r sooper ghtya show depend on people category not at such ghtya,NCA
gareebo ka bigg boss,NCA
daniya ko final main jana cahhey,NCA
rabail caring girl,NCA
rabail is loveeee,NCA
rabel is such a prick two faced could never be trusted,NCA
host waqar gasti ka bacha ha,NCA
rabail is so much irritating,NCA
daniya in shaaa allah win kry gi so cute,NCA
dania is most deserving and have all qualities to be a champion,NCA
yar karachi walo se itna bugs tuba jawab hain wo b muh tor magar no comments,NCA
rabail is lizard,NCA
br br bag sy kpry nikal k phnkny wla scn funny tha,NCA
bigg boss ke copy caters wow chai kuch to pakistani original banao,NCA
amir sahi bagairat hai,NCA
cutoo ne sai side pe reh k enjoy kiya,NCA
dania is best contestant,NCA
tu rande hy rabin mera nam sony hy mil na hy mujh sy,CA
amir great,NCA
rubbel u r superb girlam big fan of ubest wishesgod blessed,NCA
as amir ko sharm ana chahi,NCA
daniya ayi u crying it39s not good so u r not storng,NCA
rabail did wrong she is too much abusive,NCA
a chutiya lodi ye bi don39t thinkb ye kiska hai,NCA
daina,NCA
rabel bahot gali deti hai sali,NCA
abhiya bahot badtameez hai,NCA
aisa kaisa show hai kisko bhi power dena badtameezi se karna i don39t like this show,NCA
rabail i m your big fan,NCA
dania is best rabel and aamir dramatic ha real talent dania ma ha or zeeshan ko b eliminatw krdya,NCA
inthai ghatiya show ho gya hay ab itni abusing languageufff tobha,NCA
rabeel is win insha allah,NCA
raberl is win,NCA
yah yah,NCA
its so irritating,NCA
i like you amor,NCA
rabail theek hai,NCA
1 yaya sub pe baaari a dani and yaya goood,NCA
rabail is too bad,NCA
daniya should win the game,NCA
yaar daniya ko jeetao game,NCA
bilal ko final jeetna chahiha,NCA
rabil ki mkb,NCA
yar rabial thk hai brabiha ne party change galt ki jab k amir b rabial ka friend he raha rabial yar bhot caring girl ha mene deka os ko is show,NCA
kashaf is soo irritating,NCA
yaar kue aisa sab dekha rhay ho khuda ka kouf kro asked aisay logo or aisay ajeeb shows ki wajah se pakistan ki izaat girty,NCA
sub ko nikal do 1 crore zaya mat karo in me se koi bhi qaabil nahi sub mailay hen,NCA
abiha bht achi lgti thi mujhy but ye dekh k too allah door hi rkhy kal ko shreef bak k kisi k ghr jay gii bad mein unhein bhii ese hi nchay gii or amir,NCA
yar bht galt hy ye apni powr ka glt istmal kr rhy abiha or amir inhein esa nhi krna chahiye tha kmz km ya kuch to agy pichy ka khyal kroo ye to ese kr rhy jese dushmni nikal rhy,NCA
badtameez tu sab hyn tu win ko choice krna very impossible but maria or sidra ko ek or moqa milna chahiye bat rhi sandul or hareem on ko b moqa,NCA
cant wait for tomorrows episode i hope rabail wins everyone else is chappre k daddu she is daring and well deserving theyre all just scared of,NCA
daniya is the real winner of this showbrbrbrrabail is working for waqar waqarzaka when u introduce her as ur quotmanquot have saw soundt,NCA
dania is thhe best she39s the most polite grlnd she should win,NCA
a chutiya lodi most funny scene,CA
they are copying big boss,NCA
amir and abiha are doing wrong they should be expelled,NCA
rehan is best usko he nikal dia ha ajeeb rehan ko wapas laiyen,NCA
rehan is real champion,NCA
rehan ko wapas layen,NCA
rabil is not good girl,NCA
kashaf said lalu to cutu but she is herself lalu,NCA
rabail dil ki achi hai,NCA
big boss k lvl ka nhi,NCA
yaya is best,NCA
dania and bilal are literally humansbakiyo ka pata nhi,NCA
amir is not write,NCA
mai dania ko final mei dekhna chahunga,NCA
a chutiya lodi abiha said hum bhi pakistani player hey is ki shakal hey pakistani player wali hahahah,CA
abi tak to 19 millions view39s howay hy,NCA
ye gane bhi hamare indian gate hai,NCA
kabhi sasta nasha krne ka man kre ye show dekh liyo,NCA
saste nshe kr rhe hai ye,NCA
daniya in sb mein bht behtr hai,NCA
full sharni rabail,NCA
rabail best,NCA
rabel is not write waqar zaqa ye dosron larkiyon pr ilzam lagati h is ke sath siyal b brwa h yaya very good,NCA
daniya ka kasoor ni he,NCA
hareem shah aur uski dost ko bulao,NCA
abiha ki mental health theek nhin lag rahi hai i39m a student of psychology and knows it better i think elimination ko abiha ne bohat serious le liya hai,NCA
nahinannachahieharimsandalko,NCA
rabail ko final mai jana chaiye,NCA
abha fatima is good,NCA
abeeha fatima love you,NCA
beta is show main achy khandan k log nahe aty,NCA
abiha is sachi,NCA
abhi han and aamir dirty,NCA
ghariibo ka big boss,NCA
abiha ko wapis ana chahiye,NCA
rabail hod gai thi maa baap par ab ose ka maa baap par baat gai hai to ose gussa aa gaia this is not fair,NCA
daniaaaaa win ishahaallah she deserve,NCA
rabail agar musalman h tu mujhe ni lgta k wo musalman h,NCA
tania and kashaf best,NCA
not sure if i39m retarded watched half episode sheet,NCA
daniya zindabad,NCA
yahan bukul bhi acha nh howa horha,NCA
rabal ko nakalo,NCA
aamir abiha and rabel are deserving and aamir is at peak he should win this contest,NCA
abiha and aamir my favourite,NCA
abiha bht bewakooof nikli yar afsos horha brrabail best,NCA
kia jahil insan h ye amir,NCA
rabail tum se ye umeed ni thi ni hona chahiye tumhy,NCA
dania should winbrrabail aur kashaf ko nikaalobraur please zeeshan ko waapis le hae,NCA
i just wanna say kia chutiay akhaty kiay hain,NCA
rabeil ko show se nikalo bara kehti hai ma bap pe na ja khood to choti choti baton pe ma bap ko le ati hai is ko show se nikalo please or dania ko jeet nah chahiya,NCA
rabel ko nikalo bae gndi paidawar,CA
band bja do gikis ko sun kr hansi ati hi like kry,NCA
i reqwast ky rabail or amir ko na nikaly,NCA
baigharti wala show,NCA
ksa show h ye,NCA
sabar se baat kare ap log ye kha ki akal mandi hai,NCA
abiha ka real face samny aya,NCA
jahan rabel ko apna thora faida dikhta hy wahan ghus jati h,NCA
dania niklni chahiye,NCA
ye rabeel na jety,NCA
rabel ko math nikalooo yarrr she is my favorite,NCA
kasafff ko nikaloo,NCA
abeha best brbrbrbrbrgood job,NCA
itne tumharaa hath nikal jaye ga rabail or amir dogy,NCA
jiyo amir sial,NCA
ajib pagl log hain sun,NCA
amir bhi ap muj se thora dur hn larkana but rabail api mere city ma hn islam abad,NCA
rabail kml bandi ha or bold ha she desrves to win,NCA
rabail famous ghastiii hai isalamabad ki top 1 ghastiii baqiii daniyalll osm yaar i like you beacuse apny bht soft react kiyaa,NCA
pause at a chutiya lodi,CA
ek dusray k parents ko nhi laana chahiay beech mainbror kashaf ny ghalt baat boli hy rabail ko,NCA
amir glt kr raha lrkio k kprey phek raha hai,NCA
kashaf ko ainak waly jin ma hona chiea tha,NCA
cameramen ko to award do literally 5 dafa spot hochuka hai,NCA
cameramen in the mirror at a chutiya lodi,NCA
rabail hoo huna chai,NCA
sab sy ghatiya rabail na izzat krwani ati na krni aisi ki show mai rakh kr show ki bezati hai,CA
ajeeb begairti he galazat mucha k rakhi he janwar bhi inse behter hotey hen,CA
waqqar zaka bhi kyaaa item hai yr pata ni kya samjhta h apne apko hahahahaha thori deeni batain seekh kr lecture de diya or apne show ki trp gian krli hahaha,NCA
a chutiya lodi pta chal rha he apne nikl jane ka srapaa nikaal rhi he ye lrki,NCA
esa b kuch ni keh dia tha yahya ne k abeeha churail bn k us k piche pr gai he or ghalt word use kri us k sathblke apni asliat dikhai he is lrki abeeha ne,NCA
waqar tm show chala rhy ho ya behayai phela rhy ho allah ka khof kro sb,NCA
a chutiya lodi ladkai ki kuch nazar aya,CA
nadia ko bahir ni hona chaye,NCA
rabail ap bht achi ho api lekin apko koi samjhta nh ap aise hi raho jesi ho bht achi ho love you appi,NCA
rabail i love you so much inshaallah ap he win karogi ap bht achi ho me apko bht like karti hon api love you,NCA
daniya ko rehne do rabail ko out karo,NCA
yahya best,NCA
sasty chooton ka program,NCA
put daniya in the finallll,NCA
bring back zeeshan balaaj and raihan pleasee,NCA
rabail should be kick out,NCA
kisi b contestant main decision making power ni h sb aik dosry py depend krty hen dania kafi behtr h baqi sb sy aur bilal rabail aur amir ko show sy nikal,NCA
yahyaa rocksssss,NCA
dania is a good,NCA
dania jeety gi insha allah,NCA
rabail ko bahar hona chahiye,NCA
zeeshan should be in the gane,NCA
rabail ko mat nikala she is deserving,NCA
dania or yaya,NCA
rabail baaandri jaisi taaasub bri lrki b ni dakhi she is over self conceited,NCA
abeeha jaisi buri lrki aaj tk ni dakhi,NCA
bato se to bagerat hi lagti ho tum maa bap ko tum koch bi ni samjhti hogi,NCA
rebal sahkall se gashti lagti h,NCA
zeeshan should be back in the game,NCA
rabil kitne achy khandan se hai ye wo waqai batri hai,NCA
rabel shoud leavebryaya ahould stay,NCA
amir male ego yaya is far better than him,NCA
abiha ko mental hospital bhejo,NCA
abihabrdear your my favorite and also this is true that i like you lakin plz esa nhi karo yar apko esa karta dekh kar roona arha h ma request kar rha ho plz atleast ap esa nhi karo,NCA
daniya honi chahi ye daniya is the best,NCA
yahaya bacha diamg hai iska kam nhi h is show mai,NCA
papa khn hyn bhae rabail ki sunlo papa,NCA
daniya rubaisha abishabilal ye final tk jany chaye,NCA
ma fullk protocol k 7 ao ga sub insper ho mari jan no tension,NCA
par mari jan jeet k ana,NCA
rabil ya gastiii ha e nsi apnay ma bad ki,NCA
poliii pahalwa k nam fb or masngaer hs or isnta b,NCA
public demand is waqar ko jooty maro,NCA
in ko btai ma shoter ho,NCA
rabilll tun jis tara kahaoo gi wasay e karo ga,NCA
amir ko nikala jae or bilaj ko laya jae,NCA
shaky camra shootthey shoot by camra men not by fix camras in wall,NCA
rabali dania ka bar ma bat nie karni chiya thi ap ki frnd thi,NCA
rabali jsi bi ho likn dil ki bhot achi ha nic friends,NCA
daniya so nic girl allah pak ap ko khus rkhy,NCA
rabail good,NCA
jo daniya ki perfumes like karta hai wo like kary,NCA
champion amer,NCA
just rabail suchi lge h ab to tom boy ne b abeeha ko seekha k peeth pechy chora dalne wala mamla kr dia h ye 4 girls n yahya not deserved,NCA
hy daniya,NCA
bigg boss ki copy,NCA
please allah ka wasta h yahya ne jitna hand phelan a t phela lya or kashaf ne bht shor macha lia dono ko nikal do,NCA
rabeel lokrl girl,NCA
rabail ko agay jana chahiya i am with rabail,NCA
a chutiya lodi she should be stood strong,CA
what is a show i love your show,NCA
abiha is such a brat shows your real character its good that she should b out of the house brshe is not performing her tast instead she is just taking out her own grudged,NCA
dania is best contestants,NCA
ye bhot galt hai touch krne ko nhi bola tha abeeha bhot over ho rhi hai please kuch karo iska,NCA
please rabail should win,NCA
rabail is out of her limits how she can say such things to yahya very disappointed rabail you was my favourite contestant but from now youre the worst contestant,NCA
rabil not good,NCA
rabail is so double standard i think dania is deserving and havent crossed any limits she should be the winner and she deserves to be one,NCA
plz meri chenl ko subscribe kro plz,NCA
a chutiya lodi wth d d d,CA
hadd se ziada dragged episode,NCA
kashafs voice is so irritating,NCA
yeh dania kitni begairt ourat h,CA
yrr yahhyah is best,NCA
rabail is champion,NCA
abiha bi pori gashti h jo bilal pe hi pani gra ri h,NCA
yar ye family show ha what is french kiss,NCA
rabail ku jeetna chaiye,NCA
tobba astaghfaar ye rabail ko tu nikal dein buhat badtameez or bad dimagh hei,CA
ya waqar sub shatian k chala ha muslim ko ghum rah kar raha ha,NCA
rabia is best,NCA
a chutiya lodi was the best part,CA
daniya and rubaisha are best,NCA
kashaf is show kai kabil nahi hai,NCA
rabil winer ho gi pre plane hy sub bb,NCA
pre plane,NCA
bilkul bhi nahi lana chaiy hareem shah our sundal ko knu ke ye 2no show ko ahmiat na de ker dubai chali gain thin phr wnha jo,NCA
waqar zaka apni real mother or sisters ko be is show me lawo rating sab say zeyada ho gae i challenge,NCA
muje laga daniya smart he,NCA
its not 2 million views tf its literally only 18m views,NCA
tania is mature girl behaviour of tania is so impressive tania belongs to respectable family at last abeeha was on fire,NCA
rabail back,NCA
bun gia in girls ka future or hogai in ke shaddi,NCA
is this a show for mentally challenged and physical disabled ppl from pak,NCA
rabal win,NCA
a chutiya lodi,CA
i am praying daniya win this show and god bless you daniya,NCA
abiha fatma or bilal,NCA
danita,NCA
en besharmoo sa acha ya 1 crore gareebo ka rozgarr ka lya spent kardo,NCA
yar i want rabail and daniya,NCA
rabel total show ki poorest person hai,NCA
abiha or amir deserve krty hai show mai rehna or dramy baz kashaf hai,NCA
constants are outside the house what type of show is this,NCA
wahiyat pan ki hadh hay brezzat wala koi hota to show mai nahi hota,NCA
tera gutna tere muhn se mil raha hay aamir,NCA
kashaf bohot achi or masoom hai is ko tang na karo,NCA
kash is show mh ma hota en ky sath mh kya seen karta,NCA
waqar bahi is bndy k sat boht najiyz ho raha h jis k hat thek nai h wo sb is pr zulm kar rehe hen,NCA
dania gae so i quit this show,NCA
kick out rabiel,NCA
whats going on thereits all scriptedas waqar said that cell phone is not allowed in house then how guys are uploading their videos on tik tok and other social media,NCA
rabail tumbwaqai sab saab bari bagairat hoo,CA
kya jahil log hain or sab se bara jahil ha waqar jisne inko chunaa pendu,NCA
daniya agr na jeeti tw show ka faida hi ni,NCA
rabail ko nikaaalo plz,NCA
yayai mar jaaa,NCA
amir ur talking style is very nice,NCA
ya jamia wali aunty ko b nhe hona chaiya,NCA
aamir and rabel are lit contestants and they both deserves to be in champions show,NCA
rabail final me jae gi,NCA
please abiha aur amir ko ghr se nikaaalo,NCA
sari bhan ki loriyan,NCA
ma chudao,NCA
i think rabel or amir ko pehle fursat main nikal dena chahiye or abiha ko wapsi lelena chahiye show main she is very respectful girl and yaya is doing wrong,NCA
amir chamcha,NCA
fazol show,NCA
handsup for dania she39s deserving vote for dania,NCA
rabal is right amir should come back,NCA
abiha ko wapis aana chaiye rabel ki jaga pr,NCA
dania love ha,NCA
in logo na show fazol bna dia h,NCA
chmcha he bhosdik ka aamir,CA
rebel ko niklna chahye bht he begrt ha wo wo ni jeeni chaheye,NCA
barha afsos hora siyal ke mardangi pay jo larkio pay bhokta baher nekal do es na mard ko larkio pay mardangi dikhara,NCA
ye siyal barha mard bana pherra yaar wah kia baat ha es mard ke larkio ko dhamki our chilla ra,NCA
daniya is real champion,NCA
dania deserve,NCA
daniya deserve,NCA
dania is deserving,NCA
tek tak abiha ko khrab kia inho ne,NCA
daniya will be the winner,NCA
moti ko dekho,NCA
balach is a deserving person for this game plizz take balach back in the game,NCA
bunch of idiots rabial the biggest gamer nd amir aqal sy paidal bhainsa,NCA
this is wastage of water not fun to play with water,NCA
hahaha bilal yar kamal hy yea lulloallah o akbar hahahaap ko ak advice hy bilalyoutube channel zaror banana show khtm honay kay bad,NCA
out rabel rabel,NCA
amir tujhay khuda kharab karay aameen,NCA
ghareeebo ka big bosss,NCA
cameraman spotted a chutiya lodi,NCA
i don39t like rabail kashaf nd amir,NCA
i love daniya soooo much or ma dania ki team mein hu,NCA
rabail k chamchy,NCA
jo ye show krte h wo apni akhirat ke bare me soche,NCA
big boss ki nakal ha sub,NCA
i couldnt understand the motive of such kinds of programs what message we want to convey to our viewers waqar zaka kuch r ker lo yar kion barbad ker rhe ho logoon ki ikhlaqiyat ko,NCA
rabel should stay pls,NCA
dania should be the winner,NCA
chela amir,NCA
i do not like rabel badtamiz,NCA
yahaya ku nekalooo rabel ku deyo award,NCA
rabel is best,NCA
yaya sacha wo to bohat acha insan hai or rabiha us ke jesi ladki me ne deki hi nri,NCA
i really like dania,NCA
idhr ma hu na in sub ke pan tang du,NCA
sb sy best episod hy ye,NCA
nhi ani chiae,NCA
rabel,NCA
rubail ko nahi hona chaye,NCA
they will call sidra amp maria again in the show to create chaos between rabail and amir,NCA
